City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
646,Petlad,IN,22.4667,72.8,80.94,68,82,6.51,broken clouds,2021-06-21 16:54:27
647,Dunstable,GB,51.886,-0.521,57.31,82,20,14.97,light rain,2021-06-21 16:54:27
648,Kirksville,US,40.1948,-92.5833,68.18,53,1,11.5,clear sky,2021-06-21 16:51:52
649,Mercedes,AR,-34.6515,-59.4307,53.64,73,93,4.25,overcast clouds,2021-06-21 16:54:28
650,Jalu,LY,29.0331,21.5482,95.38,17,0,11.7,clear sky,2021-06-21 16:54:29
651,Ust-Kuyga,RU,70.0167,135.6,60.91,51,54,2.59,broken clouds,2021-06-21 16:54:29
652,Kushiro,JP,42.975,144.3747,45.66,79,1,4.38,clear sky,2021-06-21 16:54:29
653,Chimore,BO,-16.9833,-65.1333,81.1,48,47,4.09,scattered clouds,2021-06-21 16:54:30
654,Soyo,AO,-6.1349,12.3689,78.85,82,80,10.31,broken clouds,2021-06-21 16:54:30
655,Alibag,IN,18.6411,72.8792,84.27,80,64,5.82,broken clouds,2021-06-21 16:54:30
656,Ampanihy,MG,-24.7,44.75,66.15,67,0,9.53,clear sky,2021-06-21 16:54:31
657,Pundaguitan,PH,6.3711,126.1689,83.55,74,72,9.33,broken clouds,2021-06-21 16:54:31
658,Rudnichnyy,RU,59.617,52.4703,69.69,73,72,5.48,broken clouds,2021-06-21 16:54:32
659,Trelew,AR,-43.249,-65.3051,53.17,38,57,8.1,broken clouds,2021-06-21 16:54:32
660,Praia Da Vitoria,PT,38.7333,-27.0667,71.85,64,40,7.27,scattered clouds,2021-06-21 16:54:33
661,Darhan,MN,49.4867,105.9228,65.97,55,25,3.71,scattered clouds,2021-06-21 16:54:33
662,Alice Springs,AU,-23.7,133.8833,54.95,44,100,6.91,overcast clouds,2021-06-21 16:54:33
663,Ginda,IN,30.6945,78.4932,67.62,86,57,2.82,broken clouds,2021-06-21 16:54:34
664,Ilinskiy,RU,55.619,38.1182,84.78,47,100,0.0,overcast clouds,2021-06-21 16:54:34
665,Dalby,AU,-27.1833,151.2667,41.7,86,1,10.22,clear sky,2021-06-21 16:54:34
666,Zhuhai,CN,22.2769,113.5678,87.06,94,40,11.5,light rain,2021-06-21 16:54:35
667,Labuhan,ID,-6.8844,112.2051,77.7,84,100,5.79,overcast clouds,2021-06-21 16:54:35
668,Kloulklubed,PW,7.0419,134.2556,75.7,71,29,2.82,scattered clouds,2021-06-21 16:54:36
669,Mackenzie,CA,55.2999,-123.1698,62.82,55,1,6.91,clear sky,2021-06-21 16:54:36
670,Shetpe,KZ,44.1667,52.1167,89.96,14,3,9.28,clear sky,2021-06-21 16:54:36
671,Jevargi,IN,17.0167,76.7667,84.42,55,100,19.71,overcast clouds,2021-06-21 16:54:37
672,Aloleng,PH,16.1307,119.7824,82.76,77,100,12.24,overcast clouds,2021-06-21 16:54:37
673,Karasburg,NA,-28.0167,18.75,63.66,28,0,10.38,clear sky,2021-06-21 16:54:38
674,Ponte De Sor,PT,39.2496,-8.0101,71.58,56,86,11.34,overcast clouds,2021-06-21 16:54:38
675,Pangody,RU,65.85,74.4859,46.83,60,71,12.73,broken clouds,2021-06-21 16:54:38
676,Semirom,IR,31.4167,51.5667,70.7,15,0,12.19,clear sky,2021-06-21 16:54:39
677,Salta,AR,-24.7859,-65.4117,48.49,32,29,4.03,scattered clouds,2021-06-21 16:49:49
678,Tautira,PF,-17.7333,-149.15,71.62,77,12,3.15,few clouds,2021-06-21 16:54:39
679,Yarada,IN,17.65,83.2667,86.32,74,40,2.3,haze,2021-06-21 16:54:40
680,Nueve De Julio,AR,-35.4444,-60.8831,49.71,73,100,6.42,overcast clouds,2021-06-21 16:54:40
681,Pangkalanbuun,ID,-2.6833,111.6167,73.0,97,85,1.07,overcast clouds,2021-06-21 16:54:40
682,Zelenets,RU,61.8849,50.7489,82.65,59,85,4.18,overcast clouds,2021-06-21 16:54:41
683,Chapais,CA,49.7834,-74.8492,69.58,93,100,7.61,overcast clouds,2021-06-21 16:54:41
684,High Prairie,CA,55.4334,-116.4858,67.3,60,82,6.96,broken clouds,2021-06-21 16:54:42
685,Zaysan,KZ,47.4667,84.8667,57.29,42,88,4.79,overcast clouds,2021-06-21 16:54:42
686,Kutum,SD,14.2,24.6667,90.45,14,96,6.46,overcast clouds,2021-06-21 16:54:43
687,Guozhen,CN,34.3659,107.359,75.06,49,9,5.48,clear sky,2021-06-21 16:54:43
688,Camacha,PT,33.0833,-16.3333,69.22,46,20,13.8,few clouds,2021-06-21 16:54:43
689,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,82.06,28,6,6.76,clear sky,2021-06-21 16:54:44
690,Tezu,IN,27.9167,96.1667,76.37,97,67,3.49,broken clouds,2021-06-21 16:54:44
691,Koungheul,SN,13.9833,-14.8,99.43,25,96,9.33,overcast clouds,2021-06-21 16:54:45
692,Sabzevar,IR,36.2126,57.6819,80.01,10,0,16.91,clear sky,2021-06-21 16:54:45
693,Nanakuli,US,21.3906,-158.1547,76.1,94,40,0.0,scattered clouds,2021-06-21 16:54:45
694,Luganville,VU,-15.5333,167.1667,77.13,86,73,6.38,broken clouds,2021-06-21 16:54:46
695,Santa Marta,CO,11.2408,-74.199,84.09,74,98,5.91,overcast clouds,2021-06-21 16:54:46
696,Bihoro,JP,43.8228,144.1044,46.98,93,1,2.53,clear sky,2021-06-21 16:54:46
697,Bac Giang,VN,21.2667,106.2,89.67,61,100,7.43,overcast clouds,2021-06-21 16:54:47
